chr,region,start,end,strand,gene_name
LT708304.1,SSR87,2678612,2679331,+,PE24
LT708304.1,SSR87,2679089,2679928,-,BQ2027_MB2432C
LT708304.1,SSR87,2679928,2680905,-,BQ2027_MB2433C
LT708304.1,SSR87,2680905,2682560,-,BQ2027_MB2434C
LT708304.1,SSR87,2682670,2682930,+,rpsT
LT708304.1,SSR87,2682946,2683896,-,BQ2027_MB2436C
LT708304.1,SSR87,2683901,2685472,-,BQ2027_MB2437C
LT708304.1,SSR87,2685487,2686380,-,BQ2027_MB2438C
LT708304.1,SSR87,2686720,2687946,-,eis
LT708304.1,SSR87,2688068,2688910,-,BQ2027_MB2440C
LT708304.1,SSR87,2688991,2689734,-,octT
LT708304.1,SSR87,2689724,2690395,-,gpgp
LT708304.1,SSR87,2690392,2690772,-,rsfS
LT708304.1,SSR87,2690769,2691404,-,nadD
LT708304.1,SSR87,2691679,2691951,+,BQ2027_MB2445
LT708304.1,SSR87,2692193,2693239,+,BQ2027_MB2446
LT708304.1,SSR87,2693240,2694450,-,BQ2027_IS1558-2
LT708304.1,SSR87,2693372,2694064,-,BQ2027_MB2447C
LT708304.1,SSR87,2694078,2694371,-,BQ2027_MB2448C
LT708304.1,SSR87,2694460,2695902,-,BQ2027_MB2449C
LT708304.1,SSR87,2695902,2696777,-,BQ2027_MB2450C
LT708304.1,SSR87,2696804,2697291,-,proA
LT708304.1,SSR121,3966192,3966699,+,lppH
LT708304.1,SSR121,3966890,3967756,+,BQ2027_MB3608
LT708304.1,SSR121,3967770,3969011,+,arsB2
LT708304.1,SSR121,3969053,3970021,-,BQ2027_MB3610C
LT708304.1,SSR121,3970022,3971431,-,cysS1
LT708304.1,SSR121,3971496,3971975,-,ispF
LT708304.1,SSR121,3971972,3972667,-,ispD
LT708304.1,SSR121,3972684,3973172,-,BQ2027_MB3614C
LT708304.1,SSR121,3973457,3974005,+,lpqE
LT708304.1,SSR121,3974071,3975513,+,radA
LT708304.1,SSR121,3975518,3976191,+,disA
LT708304.1,SSR77,2383662,2384602,+,pyrD
LT708304.1,SSR77,2384607,2385137,-,TB18.6
LT708304.1,SSR77,2385185,2386531,-,BQ2027_MB2165C
LT708304.1,SSR77,2386912,2386997,+,BQ2027_LEUU
LT708304.1,SSR77,2387118,2387435,-,pare2
LT708304.1,SSR77,2387432,2387647,-,parD2
LT708304.1,SSR77,2387902,2388960,+,BQ2027_MB2167
LT708304.1,SSR77,2389090,2389446,-,BQ2027_MB2168C
LT708304.1,SSR77,2389541,2390323,-,wag31
LT708304.1,SSR77,2390591,2390881,-,BQ2027_MB2170C
LT708304.1,SSR77,2391043,2391768,-,sepF
LT708304.1,SSR77,2391765,2392541,-,BQ2027_MB2172C
LT708304.1,SSR77,2392547,2393299,-,yfiH
LT708304.1,SSR77,2393310,2394449,-,ftsZ
LT708304.1,SSR77,2394622,2395566,-,ftsQ
LT708304.1,SSR77,2395563,2397047,-,murC
LT708304.1,SSR77,2397044,2398276,-,murG
LT708304.1,SSR77,2398273,2399847,-,ftsW
LT708304.1,SSR77,2399859,2401319,-,murD
LT708304.1,SSR77,2401321,2402400,-,murX
LT708304.1,SSR77,2402397,2403929,-,murF
LT708304.1,SSR77,2403926,2405533,-,murE
LT708304.1,SSR77,2405556,2406590,-,BQ2027_MB2183C
LT708304.1,SSR77,2406587,2407207,-,BQ2027_MB2184C
LT708304.1,SSR77,2407200,2408066,-,BQ2027_MB2185C
LT708304.1,SSR77,2408169,2409641,-,PE_PGRS38
LT708304.1,SSR77,2409851,2411890,-,pbpB
LT708304.1,SSR77,2411887,2413041,-,BQ2027_MB2188C
LT708304.1,SSR77,2413038,2414228,-,rsmH
LT708304.1,SSR77,2414230,2414661,-,mraZ
LT708304.1,SSR77,2415010,2415414,-,BQ2027_MB2191C
LT708304.1,SSR77,2415680,2416300,+,BQ2027_MB2192
LT708304.1,SSR77,2416396,2417079,+,lppM
LT708304.1,SSR77,2417076,2417981,-,BQ2027_MB2194C
LT708304.1,SSR77,2418292,2419350,+,idsA2
LT708304.1,SSR77,2419354,2420904,+,mpta
LT708304.1,SSR77,2420891,2421331,-,BQ2027_MB2197C
LT708304.1,SSR77,2421386,2422585,+,pknL
LT708304.1,SSR77,2422590,2423393,-,BQ2027_IS1558'-1
LT708304.1,SSR77,2422727,2423392,-,BQ2027_MB2199C
LT708304.1,SSR77,2423777,2425165,-,aroG
LT708304.1,SSR77,2425256,2425762,-,BQ2027_MB2201C
LT708304.1,SSR77,2425772,2426659,-,BQ2027_MB2202C
LT708304.1,SSR77,2426747,2427591,+,BQ2027_MB2203
LT708304.1,SSR36,1094322,1094835,-,PE_PGRS17
LT708304.1,SSR36,1095149,1095343,-,BQ2027_MB1004C
LT708304.1,SSR36,1095365,1095538,+,rpmF
LT708304.1,SSR36,1095557,1096930,-,PE_PGRS18
LT708304.1,SSR36,1097295,1097987,+,mprA
LT708304.1,SSR36,1097987,1099501,+,mprB
LT708304.1,SSR36,1099545,1100939,+,pepd
LT708304.1,SSR36,1100939,1101484,+,moaB2
LT708304.1,SSR36,1101504,1101959,-,mscL
LT708304.1,SSR36,1102282,1103028,+,BQ2027_MB1012
LT708304.1,SSR36,1103021,1104292,+,BQ2027_MB1013
LT708304.1,SSR36,1104293,1105588,+,BQ2027_MB1014
LT708304.1,SSR36,1105595,1106755,+,BQ2027_MB1015
LT708304.1,SSR36,1106884,1107861,-,grcC2
LT708304.1,SSR36,1107922,1108578,-,BQ2027_MB1017C
LT708304.1,SSR36,1108651,1108983,-,BQ2027_MB1018C
LT708304.1,SSR36,1109057,1109650,-,BQ2027_MB1019C
LT708304.1,SSR36,1109751,1110671,+,galU
LT708304.1,SSR36,1110748,1112028,+,moeA1
LT708304.1,SSR36,1112091,1112702,+,rimJ
LT708304.1,SSR36,1112863,1113939,+,BQ2027_MB1023
LT708304.1,SSR36,1113956,1114028,+,BQ2027_ALAV
LT708304.1,SSR36,1114340,1114591,+,BQ2027_MB1023A
LT708304.1,SSR36,1114772,1115203,+,BQ2027_MB1024
LT708304.1,SSR36,1115227,1116228,+,BQ2027_MB1025
LT708304.1,SSR36,1116246,1117004,+,BQ2027_MB1026
LT708304.1,SSR36,1117010,1117627,-,BQ2027_MB1027C
LT708304.1,SSR36,1117664,1118872,+,arcA
LT708304.1,SSR36,1118907,1120418,-,BQ2027_MB1029C
LT708304.1,SSR36,1120501,1121358,+,rsmI
LT708304.1,SSR36,1121368,1122627,-,BQ2027_MB1031C
LT708304.1,SSR36,1122701,1124137,-,pabB
LT708304.1,SSR36,1124193,1125896,+,BQ2027_MB1033
LT708304.1,SSR36,1125923,1127482,-,metS
LT708304.1,SSR36,1127568,1128362,+,tatD
LT708304.1,SSR36,1128570,1129658,+,rpfB
LT708304.1,SSR36,1129631,1130584,+,ksgA
LT708304.1,SSR36,1130670,1131590,+,ispE
LT708304.1,SSR36,1131587,1131901,+,BQ2027_MB1040
LT708304.1,SSR36,1132105,1133739,+,pks16
LT708304.1,SSR36,1133813,1134388,-,pth
LT708304.1,SSR36,1134401,1135048,-,rplY
LT708304.1,SSR36,1135182,1135641,-,lpqT
LT708304.1,SSR111,3587742,3588657,-,sahH
LT708304.1,SSR111,3588762,3589397,-,BQ2027_MB3277C
LT708304.1,SSR111,3589394,3589576,-,rubB
LT708304.1,SSR111,3589581,3589748,-,rubA
LT708304.1,SSR111,3589748,3590998,-,alkB
LT708304.1,SSR111,3591107,3592594,-,BQ2027_MB3281C
LT708304.1,SSR111,3592685,3594073,+,BQ2027_MB3282
LT708304.1,SSR111,3594051,3595277,-,manA
LT708304.1,SSR111,3595285,3596325,-,BQ2027_MB3284C
LT708304.1,SSR111,3596322,3597719,-,pmma
LT708304.1,SSR111,3597821,3598312,-,BQ2027_MB3286C
LT708304.1,SSR111,3598435,3598854,+,BQ2027_MB3287
LT708304.1,SSR111,3598882,3599151,-,whiB2
LT708304.1,SSR31,954252,954484,+,BQ2027_MB0880
LT708304.1,SSR31,954481,955674,-,dapc
LT708304.1,SSR31,955831,957042,+,fadA
LT708304.1,SSR31,957047,959209,+,fadB
LT708304.1,SSR31,959277,960905,-,ercc3
LT708304.1,SSR31,961043,963313,-,BQ2027_MB0885C
LT708304.1,SSR31,963300,963581,+,BQ2027_MB0886
LT708304.1,SSR31,963665,964093,+,moaC2
LT708304.1,SSR31,964090,964572,+,mog
LT708304.1,SSR31,964569,964994,+,moaE2
LT708304.1,SSR31,965012,965995,-,rpfA
LT708304.1,SSR31,966443,966721,-,moaD2
LT708304.1,SSR31,966725,967807,-,moaA2
LT708304.1,SSR31,967804,968193,-,BQ2027_MB0894C
LT708304.1,SSR31,968358,968765,+,cspB
LT708304.1,SSR31,968884,970710,-,PE_PGRS15
LT708304.1,SSR31,970971,972923,+,fadE10
LT708304.1,SSR31,973012,974172,-,BQ2027_MB0898C
LT708304.1,SSR31,974272,974760,-,BQ2027_MB0899C
LT708304.1,SSR31,974757,976403,-,BQ2027_MB0900C
LT708304.1,SSR31,976541,977329,+,BQ2027_MB0901
LT708304.1,SSR31,977352,978668,-,PPE13
LT708304.1,SSR31,978946,979221,-,BQ2027_MB0903C
LT708304.1,SSR31,979399,979830,+,BQ2027_MB0904
LT708304.1,SSR31,979827,980693,+,BQ2027_MB0905
LT708304.1,SSR31,980690,980974,+,BQ2027_MB0906
LT708304.1,SSR31,980971,981651,-,BQ2027_MB0907C
LT708304.1,SSR13,447915,448063,-,BQ2027_MB0376C
LT708304.1,SSR13,448164,449060,-,BQ2027_MB0377C
LT708304.1,SSR13,449057,449650,-,BQ2027_MB0378C
LT708304.1,SSR13,449647,450402,-,BQ2027_MB0379C
LT708304.1,SSR13,450421,452820,-,BQ2027_MB0380C
LT708304.1,SSR13,452817,453296,-,BQ2027_MB0381C
LT708304.1,SSR13,453311,454171,-,BQ2027_MB0382C
LT708304.1,SSR13,454247,455389,-,BQ2027_MB0383C
LT708304.1,SSR13,455438,456403,+,BQ2027_MB0384
LT708304.1,SSR13,456654,456875,+,BQ2027_MB0385
LT708304.1,SSR13,456994,457209,+,secE2
LT708304.1,SSR13,457285,457836,-,BQ2027_MB0387C
LT708304.1,SSR13,457932,458840,-,BQ2027_MB0388C
LT708304.1,SSR13,458858,459397,-,pyrE
LT708304.1,SSR13,459478,460332,-,BQ2027_MB0390C
LT708304.1,SSR13,460473,463019,-,clpB
LT708304.1,SSR13,463152,464324,+,BQ2027_MB0392
LT708304.1,SSR13,464428,467685,+,BQ2027_MB0393
LT708304.1,SSR13,467689,469020,-,PPE9
LT708304.1,SSR13,469354,470613,+,purT
LT708304.1,SSR13,470610,471032,+,BQ2027_MB0396
LT708304.1,SSR13,471029,472249,+,metZ
LT708304.1,SSR13,472246,473658,-,ndhA
LT708304.1,SSR13,473800,475125,+,BQ2027_MB0399
LT708304.1,SSR13,475141,475860,-,BQ2027_MB0400C
LT708304.1,SSR13,475959,476363,+,BQ2027_MB0401
LT708304.1,SSR13,476369,476761,+,BQ2027_MB0402
LT708304.1,SSR13,476835,477203,+,BQ2027_MB0403
LT708304.1,SSR13,477413,477661,+,BQ2027_MB0403A
LT708304.1,SSR13,477698,478339,-,BQ2027_MB0404C
LT708304.1,SSR13,478346,479575,-,lpqK
LT708304.1,SSR13,479585,480772,-,fadE7
LT708304.1,SSR13,480808,481179,+,BQ2027_MB0407
LT708304.1,SSR13,481374,482477,-,mmpL1b
LT708304.1,SSR13,482474,484013,-,mmpL1a
LT708304.1,SSR71,2205312,2206490,-,BQ2027_MB2001C
LT708304.1,SSR71,2206669,2207355,-,mpt64
LT708304.1,SSR71,2207546,2208514,-,nrdF1
LT708304.1,SSR71,2208739,2209158,-,vapc36
LT708304.1,SSR71,2209167,2209427,-,vapB36
LT708304.1,SSR71,2209570,2211246,+,PE_PGRS35
LT708304.1,SSR71,2211234,2211887,-,cfp21
LT708304.1,SSR71,2212317,2213228,-,BQ2027_MB2007C
LT708304.1,SSR71,2213337,2213936,+,BQ2027_MB2008
LT708304.1,SSR71,2214352,2214780,+,BQ2027_MB2009
LT708304.1,SSR71,2215006,2215545,+,erm(37)
LT708304.1,SSR71,2216065,2216625,-,BQ2027_MB2011C
LT708304.1,SSR71,2216622,2216963,-,BQ2027_MB2012C
LT708304.1,SSR71,2217207,2217542,-,BQ2027_MB2013C
LT708304.1,SSR71,2217631,2217975,-,mazf6
LT708304.1,SSR71,2217969,2218217,-,mazE6
LT708304.1,SSR71,2218317,2220632,-,ctpG
LT708304.1,SSR71,2220629,2220901,-,BQ2027_MB2016C
LT708304.1,SSR71,2220954,2221310,-,cmtr
LT708304.1,SSR71,2221467,2222234,+,BQ2027_MB2018
LT708304.1,SSR71,2222330,2223283,+,BQ2027_MB2019
LT708304.1,SSR71,2223485,2226202,+,ctpF
LT708304.1,SSR71,2226271,2227047,-,BQ2027_MB2021C
LT708304.1,SSR71,2227142,2228464,-,BQ2027_MB2022C
LT708304.1,SSR71,2228535,2230148,+,BQ2027_MB2023
LT708304.1,SSR71,2230158,2230910,+,BQ2027_MB2024
LT708304.1,SSR71,2230986,2231768,+,fabG3
LT708304.1,SSR71,2231889,2232746,-,BQ2027_MB2026C
LT708304.1,SSR71,2232804,2234300,-,BQ2027_MB2027C
LT708304.1,SSR71,2234322,2235209,-,BQ2027_MB2028C
LT708304.1,SSR71,2235328,2237061,+,otsB1
LT708304.1,SSR112,3654732,3655403,+,pmmB
LT708304.1,SSR112,3655405,3656121,-,upp
LT708304.1,SSR112,3656133,3657032,+,sapm
LT708304.1,SSR112,3657056,3658318,+,BQ2027_MB3339
LT708304.1,SSR112,3658339,3659265,-,BQ2027_MB3340C
LT708304.1,SSR112,3659640,3659951,-,BQ2027_MB3341C
LT708304.1,SSR112,3660022,3661119,-,add
LT708304.1,SSR112,3661119,3662402,-,deoA
LT708304.1,SSR112,3662399,3662800,-,cdd
LT708304.1,SSR112,3663037,3663375,+,sdhC
LT708304.1,SSR112,3663372,3663806,+,sdhD
LT708304.1,SSR112,3663935,3665707,+,sdhA
LT708304.1,SSR112,3665707,3666498,+,sdhB
LT708304.1,SSR112,3666577,3667005,-,vapc44
LT708304.1,SSR112,3667009,3667251,-,vapb44
LT708304.1,SSR112,3667373,3667987,-,BQ2027_MB3351C
LT708304.1,SSR112,3667984,3668649,-,moaX
LT708304.1,SSR112,3668650,3669183,-,moaC3
LT708304.1,SSR112,3668986,3669951,+,BQ2027_IS1547-2
LT708304.1,SSR112,3669180,3669554,-,moaB3
LT708304.1,SSR112,3669651,3669951,-,moaA3
LT708304.1,SSR53,1697293,1698057,+,BQ2027_MB1544
LT708304.1,SSR53,1698066,1699025,+,BQ2027_MB1545
LT708304.1,SSR53,1699155,1699424,+,BQ2027_MB1546
LT708304.1,SSR53,1699450,1700490,+,BQ2027_MB1547
LT708304.1,SSR53,1700724,1702475,+,fadD25
LT708304.1,SSR53,1702711,1706034,-,mmpL12
LT708304.1,SSR53,1706075,1707118,+,BQ2027_MB1550
LT708304.1,SSR53,1707148,1708392,+,BQ2027_MB1551
LT708304.1,SSR53,1708439,1709224,+,wbbL2
LT708304.1,SSR53,1709202,1710482,-,BQ2027_MB1553C
LT708304.1,SSR53,1710505,1716831,-,pks5
LT708304.1,SSR53,1717375,1717872,-,papA4
LT708304.1,SSR53,1717924,1719678,+,fadD24
LT708304.1,SSR53,1719795,1720898,+,adh
LT708304.1,SSR53,1720895,1721461,+,BQ2027_MB1558
LT708304.1,SSR53,1721538,1721972,-,BQ2027_MB1559C
LT708304.1,SSR53,1722032,1723159,+,BQ2027_MB1560
LT708304.1,SSR53,1723156,1723833,+,BQ2027_MB1561
LT708304.1,SSR53,1724398,1724631,+,BQ2027_MB1562
LT708304.1,SSR57,1800762,1800833,+,trpC
LT708304.1,SSR57,1800902,1802134,+,trpB
LT708304.1,SSR57,1802134,1802946,+,trpA
LT708304.1,SSR57,1802946,1804352,+,lgt
LT708304.1,SSR57,1805028,1805468,+,BQ2027_MB1641
LT708304.1,SSR57,1805458,1805856,+,BQ2027_MB1642
LT708304.1,SSR57,1805964,1807382,+,pykA
LT708304.1,SSR57,1807390,1808292,+,tesB1
LT708304.1,SSR57,1808350,1809804,+,BQ2027_MB1645
LT708304.1,SSR57,1809738,1811468,-,cydC
LT708304.1,SSR57,1811465,1812501,-,cydD
LT708304.1,SSR99,3072702,3072787,-,BQ2027_MB2825C
LT708304.1,SSR99,3072786,3073253,+,BQ2027_MB2826
LT708304.1,SSR99,3073369,3074775,+,BQ2027_IS1604'
LT708304.1,SSR99,3073429,3074058,-,BQ2027_MB2827C
LT708304.1,SSR99,3073831,3074235,+,BQ2027_MB2828
LT708304.1,SSR99,3074232,3074423,+,BQ2027_MB2829
LT708304.1,SSR99,3074622,3075776,+,BQ2027_MB2830
LT708304.1,SSR99,3076010,3076267,+,BQ2027_MB2831
LT708304.1,SSR99,3076372,3076683,+,BQ2027_MB2832
LT708304.1,SSR99,3076705,3077103,-,BQ2027_MB2833C
LT708304.1,SSR99,3076708,3077106,-,BQ2027_IS1555'
LT708304.1,SSR99,3077103,3077711,+,BQ2027_MB2834
LT708304.1,SSR99,3077781,3079187,+,BQ2027_IS1604'
LT708304.1,SSR99,3077782,3078462,+,BQ2027_MB2835
LT708304.1,SSR99,3078476,3079189,+,BQ2027_MB2836
LT708304.1,SSR99,3079186,3079998,+,BQ2027_MB2837
LT708304.1,SSR99,3081416,3082770,-,BQ2027_IS6110
LT708304.1,SSR99,3081458,3082294,-,BQ2027_MB2838C
LT708304.1,SSR99,3082393,3082719,-,BQ2027_MB2839C
LT708304.1,SSR99,3084599,3084940,-,cas2
LT708304.1,SSR99,3084941,3085957,-,cas1
LT708304.1,SSR99,3086207,3087118,-,csm6
LT708304.1,SSR99,3087214,3088341,-,csm5
LT708304.1,SSR99,3088338,3089246,-,csm4
LT708304.1,SSR99,3089227,3089937,-,csm3
LT708304.1,SSR99,3089947,3090321,-,csm2
LT708304.1,SSR99,3090318,3090531,-,cas10
LT708304.1,SSR64,1999992,2000031,+,BQ2027_MB1799
LT708304.1,SSR64,2000028,2001314,+,BQ2027_MB1800
LT708304.1,SSR64,2001503,2001814,+,BQ2027_MB1801
LT708304.1,SSR64,2001887,2002633,-,BQ2027_MB1802C
LT708304.1,SSR64,2002699,2004039,+,BQ2027_MB1803
LT708304.1,SSR64,2004039,2004857,+,BQ2027_MB1804
LT708304.1,SSR64,2004862,2005422,-,BQ2027_MB1805C
LT708304.1,SSR64,2005523,2006827,+,cyp144
LT708304.1,SSR64,2006948,2007397,-,BQ2027_MB1807C
LT708304.1,SSR64,2007553,2009346,-,BQ2027_MB1808C
LT708304.1,SSR64,2009566,2009991,+,BQ2027_MB1809
LT708304.1,SSR126,4106262,4106870,+,BQ2027_MB3747
LT708304.1,SSR126,4106867,4108603,-,dnaZX
LT708304.1,SSR126,4108693,4110000,-,BQ2027_MB3749C
LT708304.1,SSR126,4110217,4110302,+,BQ2027_SERV
LT708304.1,SSR126,4110408,4111172,+,BQ2027_MB3750
LT708304.1,SSR126,4111339,4112040,+,cut5
LT708304.1,SSR126,4112085,4113086,+,BQ2027_MB3752
LT708304.1,SSR126,4113293,4114486,+,BQ2027_MB3753
LT708304.1,SSR126,4114827,4116635,+,BQ2027_MB3754
LT708304.1,SSR126,4116745,4119942,+,BQ2027_MB3755
LT708304.1,SSR126,4120157,4122487,+,BQ2027_MB3756
LT708304.1,SSR126,4122552,4123592,-,BQ2027_MB3757C
LT708304.1,SSR126,4123630,4124706,+,ligC
LT708304.1,SSR126,4124806,4125864,+,BQ2027_MB3759
LT708304.1,SSR126,4125884,4126384,-,BQ2027_MB3760C
LT708304.1,SSR126,4126398,4127762,-,tgs2
LT708304.1,SSR126,4127961,4128449,+,BQ2027_MB3762
LT708304.1,SSR126,4128506,4129567,+,BQ2027_MB3763
LT708304.1,SSR126,4129571,4131160,+,BQ2027_MB3764
LT708304.1,SSR126,4131157,4131513,-,PPE66
LT708304.1,SSR126,4131539,4131921,-,BQ2027_MB3766C
LT708304.1,SSR23,728052,729551,-,recC
LT708304.1,SSR23,729828,730523,-,echA3
LT708304.1,SSR23,730572,731402,-,BQ2027_MB0650C
LT708304.1,SSR23,731556,732269,-,BQ2027_MB0651C
LT708304.1,SSR23,732349,732600,+,BQ2027_MB0652
LT708304.1,SSR23,732730,732802,+,BQ2027_THRT
LT708304.1,SSR23,732839,732912,+,BQ2027_METT
LT708304.1,SSR23,732948,733115,+,rpmG2
LT708304.1,SSR23,733166,733642,+,hadA
LT708304.1,SSR23,733629,734057,+,hadB
LT708304.1,SSR23,734061,734561,+,hadC
LT708304.1,SSR23,734760,734832,+,BQ2027_TRPT
LT708304.1,SSR23,734973,735458,+,secE1
LT708304.1,SSR23,735490,736206,+,nusG
LT708304.1,SSR23,736258,736686,+,rplK
LT708304.1,SSR23,736753,737460,+,rplA
LT708304.1,SSR23,737534,738439,-,mmaA4
LT708304.1,SSR23,738504,739385,-,mmaA3
LT708304.1,SSR23,739533,740396,-,mmaA2
LT708304.1,SSR23,740563,741423,-,mmaA1
LT708304.1,SSR23,741470,742375,-,lipG
LT708304.1,SSR23,742387,743853,-,BQ2027_MB0666C
LT708304.1,SSR23,744488,748135,+,BQ2027_MB0667
LT708304.1,SSR23,748132,748806,+,fabD2
LT708304.1,SSR23,748806,749714,+,BQ2027_MB0669
LT708304.1,SSR23,750045,750581,+,rplJ
LT708304.1,SSR23,750618,751010,+,rplL
LT708304.1,SSR23,751003,751698,-,BQ2027_MB0672C
LT708304.1,SSR23,751769,753274,+,BQ2027_MB0673
LT708304.1,SSR23,753286,753711,+,mkl
LT708304.1,SSR76,2367132,2367301,+,PPE37
LT708304.1,SSR76,2367298,2370876,-,metH
LT708304.1,SSR76,2371102,2371980,+,BQ2027_MB2149
LT708304.1,SSR76,2372011,2373078,-,PE_PGRS37
LT708304.1,SSR76,2373425,2374894,+,ansP1
LT708304.1,SSR76,2374894,2375097,+,BQ2027_MB2152
LT708304.1,SSR76,2375117,2375998,-,BQ2027_MB2153C
LT708304.1,SSR76,2376024,2377268,-,mshc
LT708304.1,SSR76,2377326,2378129,-,cysQ
LT708304.1,SSR76,2378220,2378450,+,BQ2027_MB2156
LT708304.1,SSR76,2378660,2379448,-,BQ2027_MB2157C
LT708304.1,SSR76,2379459,2380046,-,BQ2027_MB2158C
LT708304.1,SSR76,2380110,2380820,-,BQ2027_MB2159C
LT708304.1,SSR76,2380817,2381647,-,BQ2027_MB2160C
LT708304.1,SSR76,2381711,2382124,-,BQ2027_MB2161C
LT708304.1,SSR76,2382139,2382351,+,lppL
LT708304.1,SSR55,1762482,1763604,-,BQ2027_MB1592C
LT708304.1,SSR55,1763703,1764395,-,BQ2027_MB1593C
LT708304.1,SSR55,1764635,1764919,-,BQ2027_MB1594C
LT708304.1,SSR55,1765167,1766480,+,bioA
LT708304.1,SSR55,1766477,1767637,+,bioF1
LT708304.1,SSR55,1767634,1768314,+,bioD
LT708304.1,SSR55,1768314,1768823,+,BQ2027_MB1598
LT708304.1,SSR55,1768969,1769073,-,BQ2027_MB1598A
LT708304.1,SSR55,1769089,1769499,+,BQ2027_MB1599
LT708304.1,SSR55,1769705,1770016,+,BQ2027_MB1600
LT708304.1,SSR55,1770121,1770474,+,BQ2027_MB1601
LT708304.1,SSR55,1770418,1771839,-,BQ2027_MB1602C
LT708304.1,SSR55,1771847,1772359,-,BQ2027_MB1603C
LT708304.1,SSR55,1772533,1773003,-,BQ2027_MB1604C
LT708304.1,SSR55,1773084,1773398,-,BQ2027_MB1605C
LT708304.1,SSR55,1773395,1773667,-,BQ2027_MB1606C
LT708304.1,SSR55,1773681,1774076,-,BQ2027_MB1607C
LT708304.1,SSR55,1774272,1775687,-,BQ2027_MB1608C
LT708304.1,SSR55,1775687,1776085,-,BQ2027_MB1609C
LT708304.1,SSR55,1776082,1776303,-,BQ2027_MB1610C
LT708304.1,SSR55,1776359,1776874,-,BQ2027_MB1611C
LT708304.1,SSR55,1776871,1777935,-,BQ2027_MB1612C
LT708304.1,SSR55,1777937,1778938,-,BQ2027_MB1613C
LT708304.1,SSR55,1778943,1779441,-,BQ2027_MB1614C
LT708304.1,SSR86,2645532,2648319,-,mbtB
LT708304.1,SSR86,2648418,2650115,+,mbtA
LT708304.1,SSR86,2650211,2651131,+,mbtJ
LT708304.1,SSR86,2651135,2652487,-,mbtI
LT708304.1,SSR86,2652940,2653149,+,BQ2027_MB2407A
LT708304.1,SSR86,2653247,2654500,+,BQ2027_MB2408
LT708304.1,SSR86,2654497,2655624,-,hemN
LT708304.1,SSR86,2655730,2656194,-,rpfD
LT708304.1,SSR86,2656191,2656401,-,BQ2027_MB2411C
LT708304.1,SSR26,805482,805514,+,rpsS
LT708304.1,SSR26,805511,806104,+,rplV
LT708304.1,SSR26,806104,806928,+,rpsC
LT708304.1,SSR26,806932,807348,+,rplP
LT708304.1,SSR26,807348,807581,+,rpmC
LT708304.1,SSR26,807578,807988,+,rpsQ
LT708304.1,SSR26,808157,808603,+,atsAa
LT708304.1,SSR26,808610,810520,+,atsAb
LT708304.1,SSR26,810568,811467,+,BQ2027_MB0733
LT708304.1,SSR26,811768,812709,+,BQ2027_MB0734
LT708304.1,SSR26,813195,813563,+,rplN
LT708304.1,SSR26,813564,813881,+,rplX
LT708304.1,SSR26,813881,814444,+,rplE
LT708304.1,SSR26,814449,814634,+,rpsN1
LT708304.1,SSR26,814798,815196,+,rpsH
LT708304.1,SSR26,815220,815759,+,rplF
LT708304.1,SSR26,815762,816130,+,rplR
LT708304.1,SSR26,816150,816812,+,rpsE
LT708304.1,SSR26,816815,817012,+,rpmD
LT708304.1,SSR26,817012,817452,+,rplO
LT708304.1,SSR26,817485,818091,+,sppA
LT708304.1,SSR47,1439879,1440370,+,canA
LT708304.1,SSR47,1440464,1441462,+,cysD
LT708304.1,SSR47,1441462,1443306,+,cysN
LT708304.1,SSR47,1443360,1443845,+,BQ2027_MB1318
LT708304.1,SSR47,1443903,1445120,+,BQ2027_MB1319
LT708304.1,SSR47,1445169,1445801,+,BQ2027_MB1320
LT708304.1,SSR47,1445940,1447505,-,BQ2027_MB1321C
LT708304.1,SSR47,1447516,1447830,+,BQ2027_MB1322
LT708304.1,SSR47,1447957,1448292,-,BQ2027_MB1323C
LT708304.1,SSR47,1448651,1448723,-,BQ2027_ARGV
LT708304.1,SSR47,1448837,1450489,+,argS
LT708304.1,SSR47,1450486,1451829,+,lysA
LT708304.1,SSR47,1451833,1453158,+,thrA
LT708304.1,SSR47,1453155,1454237,+,thrC
LT708304.1,SSR47,1454455,1455405,+,thrB
LT708304.1,SSR47,1455662,1457470,+,rho
LT708304.1,SSR47,1457621,1457863,+,rpmE
LT708304.1,SSR47,1457953,1459026,+,prfA
LT708304.1,SSR47,1459023,1460000,+,hemK
LT708304.1,SSR47,1460016,1460669,+,BQ2027_MB1333
LT708304.1,SSR47,1460753,1461021,+,rfe
LT708304.1,SSR63,1981722,1983839,+,mmpL14
LT708304.1,SSR63,1984160,1984816,+,cut1
LT708304.1,SSR63,1985083,1987545,-,wag22b
LT708304.1,SSR63,1987542,1987826,-,wag22a
LT708304.1,SSR63,1988402,1989931,+,BQ2027_MB1791
LT708304.1,SSR63,1989919,1990302,-,BQ2027_MB1792C
LT708304.1,SSR63,1990302,1991090,-,BQ2027_MB1793C
LT708304.1,SSR88,2698602,2698634,-,BQ2027_MB2453C
LT708304.1,SSR88,2698767,2699354,+,ahpC
LT708304.1,SSR88,2699380,2699913,+,ahpD
LT708304.1,SSR88,2699910,2700494,-,PPE41
LT708304.1,SSR88,2700541,2700840,-,PE25
LT708304.1,SSR88,2701011,2701421,-,BQ2027_MB2458C
LT708304.1,SSR88,2701418,2701708,-,BQ2027_MB2459C
